package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable
PKG061911,CUST0106,nuevo,2024-07-02,5.6,0.23,4.54,2.03,Lima,Centro,EnvíaloYa,Normal,0,0
PKG061912,CUST0513,frecuente,2024-07-18,1.0,1.84,1.07,2.04,Moquegua,Sur,PerúGo,Express,0,0
PKG061913,CUST1608,nuevo,2024-03-18,1.2,0.93,1.44,2.02,Puno,Sur,FastCargo,Normal,0,0
PKG061914,CUST1473,nuevo,2024-11-26,3.8,0.93,1.44,2.11,Ancash,Centro,PerúGo,Normal,1,0
PKG061915,CUST1630,nuevo,2024-11-15,5.2,0.37,5.43,1.69,Tacna,Sur,PerúGo,Normal,1,0
PKG061916,CUST0071,nuevo,2024-07-12,0.5,0.64,1.53,2.55,La Libertad,Norte,PerúGo,Normal,0,0
PKG061917,CUST1704,premium,2024-12-31,4.9,2.19,0.9,4.5,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG061918,CUST0029,nuevo,2024-11-19,2.8,1.24,1.38,3.7,Lambayeque,Norte,FastCargo,Normal,1,0
PKG061919,CUST0133,frecuente,2024-11-25,1.7,0.49,6.67,2.47,La Libertad,Norte,PerúGo,Normal,1,0
PKG061920,CUST0868,frecuente,2024-11-07,0.6,0.29,6.16,3.85,Lima,Centro,FastCargo,Normal,1,0
PKG061921,CUST0240,nuevo,2024-11-07,7.5,0.3,2.04,2.3,Lima,Centro,PerúGo,Normal,1,0
PKG061922,CUST1365,premium,2024-01-13,1.2,0.66,1.79,2.29,Puno,Sur,LogisticX,Normal,0,0
PKG061923,CUST1006,nuevo,2024-12-04,0.6,1.68,4.83,2.18,Lima,Centro,LogisticX,Normal,1,0
PKG061924,CUST0511,frecuente,2024-12-21,3.0,2.04,0.8,3.59,Lima,Centro,RapidBox,Normal,1,0
PKG061925,CUST0426,nuevo,2024-03-15,3.3,0.09,1.36,2.37,Amazonas,Sierra,EnvíaloYa,Normal,0,0
PKG061926,CUST0512,frecuente,2024-12-07,0.5,0.67,0.61,4.08,Puno,Sur,RapidBox,Normal,1,0
PKG061927,CUST1844,frecuente,2024-11-05,0.7,0.3,1.38,4.1,Puno,Sur,EnvíaloYa,Normal,1,0
PKG061928,CUST1855,nuevo,2024-06-23,1.3,0.51,1.65,1.52,Ayacucho,Sur,EnvíaloYa,Normal,0,0
PKG061929,CUST1475,nuevo,2024-12-22,5.8,0.51,1.5,4.53,Tacna,Sur,EnvíaloYa,Express,1,0
PKG061930,CUST0077,nuevo,2024-01-11,3.4,0.48,4.67,2.25,Ayacucho,Sur,PerúGo,Normal,0,0
PKG061931,CUST0574,nuevo,2024-06-16,3.9,1.47,3.73,3.48,Piura,Norte,RapidBox,Normal,0,0
PKG061932,CUST0416,nuevo,2024-12-18,0.5,3.12,1.32,1.73,Ancash,Centro,RapidBox,Normal,1,1
PKG061933,CUST1350,premium,2024-10-20,2.8,0.9,0.71,1.8,Lima,Centro,PerúGo,Normal,0,0
PKG061934,CUST1526,premium,2024-11-13,7.4,0.69,2.8,3.68,Lima,Centro,RapidBox,Normal,1,0
PKG061935,CUST0174,frecuente,2024-12-01,5.0,1.2,2.95,3.85,Tacna,Sur,EnvíaloYa,Normal,1,0
PKG061936,CUST0779,nuevo,2024-03-31,3.5,0.16,2.19,2.02,Lima,Centro,RapidBox,Normal,0,0
PKG061937,CUST0335,nuevo,2024-05-11,1.8,0.38,0.97,2.17,Moquegua,Sur,RapidBox,Normal,0,0
PKG061938,CUST0464,nuevo,2024-12-31,2.5,1.6,2.09,2.13,Loreto,Oriente,FastCargo,Normal,1,0
PKG061939,CUST1278,frecuente,2024-05-24,7.2,0.92,1.7,4.08,Ica,Sur,LogisticX,Normal,0,0
PKG061940,CUST1276,frecuente,2024-11-05,1.5,0.21,0.91,4.02,Ancash,Centro,FastCargo,Normal,1,0
PKG061941,CUST0510,nuevo,2024-07-01,1.8,4.05,2.37,1.4,Lima,Centro,PerúGo,Normal,0,1
PKG061942,CUST1792,premium,2024-12-13,2.2,1.36,0.18,2.09,Arequipa,Sur,PerúGo,Express,1,0
PKG061943,CUST1501,frecuente,2024-12-27,4.5,2.93,1.04,3.73,Loreto,Oriente,PerúGo,Normal,1,0
PKG061944,CUST1627,frecuente,2024-03-27,1.8,0.34,0.52,2.47,Piura,Norte,LogisticX,Normal,0,0
PKG061945,CUST1915,premium,2024-11-13,0.5,0.67,2.55,2.36,Cusco,Sur,FastCargo,Normal,1,0
PKG061946,CUST0323,nuevo,2024-12-09,2.8,0.73,0.84,3.85,La Libertad,Norte,FastCargo,Normal,1,0
PKG061947,CUST0554,frecuente,2024-12-10,2.2,0.6,1.96,1.74,Tumbes,Norte,LogisticX,Normal,1,0
PKG061948,CUST1085,nuevo,2024-09-25,1.4,0.36,1.04,2.38,Lima,Centro,PerúGo,Normal,0,0
PKG061949,CUST0285,frecuente,2024-05-17,2.5,1.54,1.34,2.17,Ica,Sur,FastCargo,Express,0,0
PKG061950,CUST0719,premium,2024-08-24,3.7,0.22,1.22,1.64,Puno,Sur,RapidBox,Normal,0,0
PKG061951,CUST1923,nuevo,2024-12-01,2.4,0.96,2.71,3.73,Piura,Norte,FastCargo,Express,1,0
PKG061952,CUST0430,frecuente,2024-12-31,2.8,3.7,2.93,4.01,San Martín,Oriente,EnvíaloYa,Normal,1,0
PKG061953,CUST1613,frecuente,2024-11-07,3.7,0.15,0.58,1.66,Puno,Sur,FastCargo,Normal,1,0
PKG061954,CUST0981,frecuente,2024-04-29,4.2,0.44,2.96,2.17,San Martín,Oriente,FastCargo,Normal,0,0
PKG061955,CUST1996,frecuente,2024-01-26,2.7,0.25,1.26,3.96,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG061956,CUST0765,frecuente,2024-12-25,0.7,0.39,5.21,2.12,Arequipa,Sur,LogisticX,Express,1,0
PKG061957,CUST1049,nuevo,2024-10-21,2.2,0.22,1.04,1.54,Ucayali,Oriente,EnvíaloYa,Normal,0,0
PKG061958,CUST1309,nuevo,2024-11-27,7.9,0.4,2.36,2.45,Lima,Centro,LogisticX,Normal,1,0
PKG061959,CUST1679,frecuente,2024-11-20,8.8,0.92,2.03,1.97,La Libertad,Norte,RapidBox,Normal,1,0
PKG061960,CUST1154,nuevo,2024-12-18,1.8,0.14,0.83,1.44,Madre de Dios,Oriente,RapidBox,Normal,1,0
PKG061961,CUST1392,frecuente,2024-06-11,1.2,1.29,1.81,2.35,Cusco,Sur,PerúGo,Normal,0,0
PKG061962,CUST1579,frecuente,2024-09-26,4.4,0.13,0.95,1.9,Piura,Norte,EnvíaloYa,Normal,0,0
PKG061963,CUST1141,nuevo,2024-12-21,2.3,0.2,1.07,1.98,Loreto,Oriente,FastCargo,Normal,1,0
PKG061964,CUST0710,frecuente,2024-11-11,1.8,0.29,1.1,1.53,Lima,Centro,LogisticX,Normal,1,0
PKG061965,CUST1610,frecuente,2024-02-13,5.5,0.49,2.03,4.16,Piura,Norte,PerúGo,Normal,0,0
PKG061966,CUST1887,frecuente,2024-04-28,5.7,0.18,5.28,4.01,Ayacucho,Sur,RapidBox,Normal,0,0
PKG061967,CUST1258,nuevo,2024-05-24,0.8,1.43,2.69,3.92,Cusco,Sur,EnvíaloYa,Normal,0,0
PKG061968,CUST1775,frecuente,2024-12-31,4.4,0.83,1.18,4.38,Madre de Dios,Oriente,RapidBox,Normal,1,0
PKG061969,CUST1815,frecuente,2024-05-16,0.8,0.52,2.94,1.76,Cusco,Sur,FastCargo,Normal,0,0
PKG061970,CUST1621,frecuente,2024-12-16,1.2,0.9,1.44,2.46,Callao,Centro,LogisticX,Normal,1,0
PKG061971,CUST0011,premium,2024-02-17,3.9,0.82,0.72,1.6,Lima,Centro,LogisticX,Normal,0,0
PKG061972,CUST0576,nuevo,2024-04-20,2.9,1.58,2.8,1.72,Callao,Centro,EnvíaloYa,Normal,0,0
PKG061973,CUST1307,premium,2024-12-16,1.9,3.81,3.11,1.91,Lima,Centro,EnvíaloYa,Normal,1,1
PKG061974,CUST1257,frecuente,2024-12-19,6.4,0.17,0.55,1.66,Lima,Centro,LogisticX,Normal,1,0
PKG061975,CUST1844,premium,2024-04-17,4.7,0.83,0.94,1.97,La Libertad,Norte,EnvíaloYa,Normal,0,0
PKG061976,CUST1665,frecuente,2024-05-20,2.6,1.59,3.11,4.31,Arequipa,Sur,FastCargo,Normal,0,0
PKG061977,CUST0282,nuevo,2024-11-04,2.7,1.05,2.65,1.75,La Libertad,Norte,LogisticX,Normal,1,0
PKG061978,CUST0811,frecuente,2024-02-02,7.1,1.49,1.35,1.9,Lima,Centro,LogisticX,Normal,0,0
PKG061979,CUST0672,frecuente,2024-12-25,2.7,2.13,1.1,2.39,Lima,Centro,LogisticX,Normal,1,0
PKG061980,CUST1828,nuevo,2024-08-08,2.5,1.74,0.45,2.38,Arequipa,Sur,PerúGo,Normal,0,0
PKG061981,CUST0209,frecuente,2024-10-25,1.1,0.74,3.04,2.11,Ica,Sur,PerúGo,Normal,0,0
PKG061982,CUST1846,frecuente,2024-03-05,1.3,0.49,0.97,1.62,Cusco,Sur,FastCargo,Normal,0,0
PKG061983,CUST0039,nuevo,2024-01-20,5.6,3.0,1.07,1.86,Arequipa,Sur,LogisticX,Express,0,0
PKG061984,CUST0575,premium,2024-10-12,4.9,0.32,0.78,3.72,Huancavelica,Sierra,FastCargo,Normal,0,0
PKG061985,CUST0017,frecuente,2024-03-15,0.5,0.84,2.34,2.41,Lima,Centro,LogisticX,Normal,0,0
PKG061986,CUST1228,frecuente,2024-11-16,0.8,1.72,2.14,1.94,Lima,Centro,FastCargo,Express,1,0
PKG061987,CUST0770,frecuente,2024-12-06,2.9,0.53,1.49,3.38,San Martín,Oriente,LogisticX,Normal,1,0
PKG061988,CUST1061,nuevo,2024-01-20,4.4,0.26,1.78,2.22,Moquegua,Sur,RapidBox,Normal,0,0
PKG061989,CUST0223,premium,2024-11-14,6.3,1.15,2.86,4.84,Lima,Centro,RapidBox,Normal,1,0
PKG061990,CUST0199,nuevo,2024-12-09,3.8,0.56,2.1,1.63,Piura,Norte,LogisticX,Normal,1,0
PKG061991,CUST1521,nuevo,2024-09-25,0.7,0.52,2.29,4.66,Huancavelica,Sierra,RapidBox,Normal,0,0
PKG061992,CUST0057,nuevo,2024-12-27,3.0,4.76,2.52,4.07,Lima,Centro,LogisticX,Express,1,0
PKG061993,CUST0294,frecuente,2024-03-08,5.2,0.24,1.06,2.0,Lima,Centro,FastCargo,Normal,0,0
PKG061994,CUST1837,nuevo,2024-07-16,3.7,0.82,0.59,4.66,Lima,Centro,LogisticX,Normal,0,0
PKG061995,CUST0139,frecuente,2024-05-20,1.8,0.83,1.04,1.9,Lima,Centro,LogisticX,Normal,0,0
PKG061996,CUST0802,frecuente,2024-12-31,1.4,3.82,1.2,2.2,Lima,Centro,FastCargo,Normal,1,0
PKG061997,CUST0571,nuevo,2024-06-28,1.8,1.15,1.36,3.62,Lima,Centro,RapidBox,Express,0,0
PKG061998,CUST1871,frecuente,2024-08-24,2.6,1.04,0.84,1.86,La Libertad,Norte,LogisticX,Normal,0,0
PKG061999,CUST1606,nuevo,2024-12-13,2.2,3.14,0.65,2.27,Lambayeque,Norte,LogisticX,Normal,1,0
PKG062000,CUST1003,nuevo,2024-12-23,1.2,2.02,2.16,2.2,Arequipa,Sur,RapidBox,Express,1,0
PKG062001,CUST0317,nuevo,2024-12-24,5.6,1.26,2.9,4.23,Ucayali,Oriente,RapidBox,Normal,1,0
PKG062002,CUST1579,premium,2024-11-08,7.9,1.11,3.69,2.2,Piura,Norte,LogisticX,Express,1,0
PKG062003,CUST0173,premium,2024-11-20,4.1,1.84,1.04,2.52,Lima,Centro,EnvíaloYa,Normal,1,0
PKG062004,CUST1457,premium,2024-07-31,8.1,0.81,1.53,4.32,La Libertad,Norte,RapidBox,Normal,0,0
PKG062005,CUST1194,frecuente,2024-11-14,6.9,1.93,0.97,2.0,Lima,Centro,PerúGo,Normal,1,0
PKG062006,CUST1678,premium,2024-07-03,1.2,0.32,0.88,4.57,Piura,Norte,FastCargo,Normal,0,0
PKG062007,CUST0385,frecuente,2024-12-01,2.8,0.82,7.52,4.33,Loreto,Oriente,EnvíaloYa,Express,1,0
PKG062008,CUST0128,frecuente,2024-07-06,2.1,0.16,0.9,4.36,Lima,Centro,EnvíaloYa,Normal,0,0
PKG062009,CUST1148,frecuente,2024-12-17,4.6,0.82,0.3,2.0,Lima,Centro,FastCargo,Normal,1,0
PKG062010,CUST0218,nuevo,2024-03-28,0.5,0.56,0.78,1.51,Arequipa,Sur,EnvíaloYa,Normal,0,0
PKG062011,CUST1022,premium,2024-11-09,0.5,0.72,0.47,1.54,Lambayeque,Norte,LogisticX,Normal,1,0
PKG062012,CUST1952,frecuente,2024-11-03,1.4,4.09,0.62,1.64,Arequipa,Sur,PerúGo,Normal,1,0
PKG062013,CUST0236,frecuente,2024-06-09,2.7,0.16,2.02,3.94,Lima,Centro,LogisticX,Express,0,0
PKG062014,CUST1606,nuevo,2024-01-18,2.3,4.06,3.69,3.97,Ancash,Centro,RapidBox,Normal,0,1
PKG062015,CUST0749,frecuente,2024-03-31,6.2,0.94,0.6,2.21,Moquegua,Sur,FastCargo,Normal,0,0
PKG062016,CUST1161,frecuente,2024-12-28,3.0,0.36,1.36,1.79,Ica,Sur,FastCargo,Normal,1,0
PKG062017,CUST0759,nuevo,2024-12-24,3.4,0.12,2.23,2.22,Ayacucho,Sur,FastCargo,Normal,1,0
PKG062018,CUST1880,nuevo,2024-03-13,5.5,0.73,1.06,2.21,Junín,Centro,RapidBox,Normal,0,0
PKG062019,CUST1328,nuevo,2024-08-16,2.5,0.41,1.6,2.28,Pasco,Centro,EnvíaloYa,Normal,0,0
PKG062020,CUST1496,frecuente,2024-10-10,0.5,4.03,3.3,1.75,Lima,Centro,PerúGo,Normal,0,1
PKG062021,CUST1448,nuevo,2024-10-18,3.3,1.73,1.56,2.16,Callao,Centro,FastCargo,Normal,0,0
PKG062022,CUST0658,premium,2024-07-01,2.6,3.03,0.5,1.95,Callao,Centro,EnvíaloYa,Normal,0,0
PKG062023,CUST0572,frecuente,2024-12-21,2.9,6.15,1.6,4.63,Loreto,Oriente,FastCargo,Normal,1,0
PKG062024,CUST1373,nuevo,2024-12-20,3.3,4.07,2.31,2.35,Lima,Centro,FastCargo,Normal,1,1
PKG062025,CUST1572,frecuente,2024-01-12,2.3,2.4,3.09,1.73,Piura,Norte,FastCargo,Express,0,0
PKG062026,CUST0243,premium,2024-11-19,4.2,1.69,1.72,2.08,Piura,Norte,PerúGo,Normal,1,0
PKG062027,CUST1472,premium,2024-02-15,2.6,0.58,1.72,1.84,Arequipa,Sur,LogisticX,Normal,0,0
PKG062028,CUST1389,nuevo,2024-11-12,4.9,0.28,1.98,1.63,Ancash,Centro,LogisticX,Normal,1,0
PKG062029,CUST1848,nuevo,2024-12-15,4.1,1.21,1.33,4.05,Lima,Centro,RapidBox,Express,1,0
PKG062030,CUST1118,frecuente,2024-11-19,3.0,2.46,1.63,4.51,Cajamarca,Norte,PerúGo,Normal,1,0
PKG062031,CUST0930,nuevo,2024-10-13,2.2,1.04,0.74,4.23,Ancash,Centro,PerúGo,Normal,0,0
PKG062032,CUST1505,nuevo,2024-12-26,2.7,1.22,1.39,3.87,Ica,Sur,LogisticX,Normal,1,0
PKG062033,CUST1458,nuevo,2024-12-01,1.0,4.83,0.94,4.17,Lima,Centro,LogisticX,Normal,1,0
PKG062034,CUST0866,premium,2024-06-01,2.2,0.8,0.84,1.95,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG062035,CUST0269,frecuente,2024-08-24,6.7,0.49,2.71,2.0,Callao,Centro,LogisticX,Normal,0,0
PKG062036,CUST0037,nuevo,2024-12-02,3.8,3.5,1.26,1.93,Tumbes,Norte,EnvíaloYa,Normal,1,0
PKG062037,CUST0207,frecuente,2024-01-12,3.5,0.48,1.6,2.06,Callao,Centro,LogisticX,Normal,0,0
PKG062038,CUST1207,nuevo,2024-02-09,1.5,1.93,4.12,4.13,Arequipa,Sur,PerúGo,Normal,0,0
PKG062039,CUST1776,premium,2024-12-14,0.6,0.95,3.12,3.82,La Libertad,Norte,RapidBox,Normal,1,0
PKG062040,CUST0590,nuevo,2024-01-27,1.7,2.77,2.28,2.4,Piura,Norte,LogisticX,Express,0,0
PKG062041,CUST0373,nuevo,2024-11-22,0.8,0.18,0.74,2.17,La Libertad,Norte,RapidBox,Normal,1,0
PKG062042,CUST1529,premium,2024-07-13,1.4,0.45,3.4,4.32,Lima,Centro,RapidBox,Normal,0,0
PKG062043,CUST1555,nuevo,2024-12-10,3.4,1.31,2.07,4.03,Cusco,Sur,PerúGo,Normal,1,0
PKG062044,CUST1108,frecuente,2024-12-13,2.3,0.69,1.04,2.37,La Libertad,Norte,EnvíaloYa,Normal,1,0
PKG062045,CUST1514,nuevo,2024-12-26,0.9,1.09,1.04,3.86,Lima,Centro,EnvíaloYa,Express,1,0
PKG062046,CUST0204,frecuente,2024-02-28,1.8,3.89,2.36,3.47,Piura,Norte,RapidBox,Normal,0,1
PKG062047,CUST0807,nuevo,2024-09-14,3.9,0.36,3.05,1.86,Huánuco,Centro,RapidBox,Normal,0,0
PKG062048,CUST0334,nuevo,2024-11-10,4.5,1.57,2.06,1.94,Ancash,Centro,LogisticX,Normal,1,0
PKG062049,CUST1734,frecuente,2024-12-21,0.8,0.7,1.41,3.31,Ancash,Centro,EnvíaloYa,Normal,1,0
PKG062050,CUST0440,nuevo,2024-06-11,4.5,1.17,3.92,3.51,Arequipa,Sur,PerúGo,Normal,0,0
PKG062051,CUST0721,premium,2024-02-13,0.9,0.56,2.04,1.67,Ica,Sur,FastCargo,Normal,0,0
PKG062052,CUST0068,nuevo,2024-05-03,2.1,0.47,8.39,4.32,Callao,Centro,PerúGo,Normal,0,0
PKG062053,CUST0855,premium,2024-10-29,4.7,1.17,0.73,1.96,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG062054,CUST0461,nuevo,2024-11-23,1.4,1.82,1.01,3.75,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG062055,CUST1617,nuevo,2024-11-24,0.8,0.5,0.98,2.1,La Libertad,Norte,RapidBox,Normal,1,0
PKG062056,CUST1675,premium,2024-02-15,1.2,13.77,0.47,4.48,Ica,Sur,EnvíaloYa,Normal,0,0
PKG062057,CUST0782,frecuente,2024-12-02,1.2,0.59,0.57,1.56,Lima,Centro,FastCargo,Normal,1,0
PKG062058,CUST0992,frecuente,2024-11-20,0.6,1.67,3.44,3.73,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG062059,CUST0489,nuevo,2024-09-05,1.0,6.43,1.8,3.9,Lima,Centro,LogisticX,Normal,0,0
PKG062060,CUST1359,frecuente,2024-11-09,9.4,0.64,1.84,2.02,Apurímac,Sur,FastCargo,Normal,1,0
PKG062061,CUST1680,nuevo,2024-12-03,1.1,2.01,1.99,1.47,Piura,Norte,FastCargo,Express,1,0
PKG062062,CUST0930,nuevo,2024-06-08,2.7,2.44,4.56,2.03,San Martín,Oriente,LogisticX,Normal,0,0
PKG062063,CUST1710,frecuente,2024-12-24,7.2,0.2,1.63,2.25,Lima,Centro,RapidBox,Express,1,0
PKG062064,CUST1155,frecuente,2024-03-25,4.9,0.45,1.27,1.93,Lima,Centro,EnvíaloYa,Normal,0,0
PKG062065,CUST0273,nuevo,2024-12-20,1.9,2.92,0.99,1.75,Lima,Centro,LogisticX,Normal,1,0
PKG062066,CUST0056,nuevo,2024-11-30,0.7,0.22,3.74,3.63,Puno,Sur,LogisticX,Normal,1,0
PKG062067,CUST1193,premium,2024-11-20,3.9,1.29,5.22,2.54,Cajamarca,Norte,LogisticX,Normal,1,0
PKG062068,CUST0831,nuevo,2024-02-20,1.4,1.07,1.52,4.14,Lima,Centro,FastCargo,Normal,0,0
PKG062069,CUST0967,nuevo,2024-12-22,10.5,0.81,1.74,1.86,Lambayeque,Norte,LogisticX,Normal,1,0
PKG062070,CUST0703,frecuente,2024-06-29,1.4,0.6,0.23,1.52,Lima,Centro,LogisticX,Normal,0,0
PKG062071,CUST1535,frecuente,2024-11-30,1.5,0.46,2.3,1.78,Arequipa,Sur,PerúGo,Normal,1,0
PKG062072,CUST1163,frecuente,2024-12-17,1.1,0.22,2.16,4.24,Tacna,Sur,FastCargo,Express,1,0
PKG062073,CUST1507,premium,2024-05-29,1.9,1.62,1.63,2.19,Junín,Centro,LogisticX,Normal,0,0
PKG062074,CUST0251,frecuente,2024-12-21,3.1,1.42,1.2,1.84,Lima,Centro,LogisticX,Normal,1,0
PKG062075,CUST0828,frecuente,2024-11-14,3.0,1.21,4.76,2.21,Lima,Centro,FastCargo,Express,1,0
PKG062076,CUST1157,frecuente,2024-11-20,1.0,0.18,0.63,3.84,Lima,Centro,EnvíaloYa,Normal,1,0
PKG062077,CUST0086,nuevo,2024-12-21,10.9,2.41,1.79,2.15,Loreto,Oriente,EnvíaloYa,Normal,1,0
PKG062078,CUST0093,frecuente,2024-11-04,5.4,1.34,2.36,1.74,Piura,Norte,EnvíaloYa,Normal,1,0
PKG062079,CUST1237,frecuente,2024-09-25,1.9,0.16,1.47,2.14,Cajamarca,Norte,FastCargo,Normal,0,0
PKG062080,CUST1899,frecuente,2024-11-17,4.6,1.85,2.01,4.45,San Martín,Oriente,PerúGo,Express,1,0
PKG062081,CUST0599,frecuente,2024-11-07,1.6,2.67,0.86,2.04,Ancash,Centro,LogisticX,Normal,1,0
PKG062082,CUST0851,frecuente,2024-02-07,1.8,0.3,1.96,1.85,La Libertad,Norte,EnvíaloYa,Normal,0,0
PKG062083,CUST0629,nuevo,2024-04-20,1.4,0.31,2.39,1.97,Lima,Centro,FastCargo,Express,0,0
PKG062084,CUST0671,premium,2024-01-09,1.6,0.47,4.82,3.54,Lima,Centro,EnvíaloYa,Express,0,0
PKG062085,CUST1312,frecuente,2024-03-06,4.1,0.36,1.8,4.47,Junín,Centro,EnvíaloYa,Normal,0,0
PKG062086,CUST0432,frecuente,2024-11-29,1.2,1.09,0.97,2.02,Lima,Centro,FastCargo,Express,1,0
PKG062087,CUST1223,frecuente,2024-01-03,0.9,0.51,0.93,1.67,Lima,Centro,LogisticX,Normal,0,0
PKG062088,CUST0632,nuevo,2024-07-04,1.9,1.34,3.19,1.99,Ayacucho,Sur,PerúGo,Normal,0,0
PKG062089,CUST1612,frecuente,2024-10-01,1.7,0.54,1.92,2.07,Lima,Centro,LogisticX,Express,0,0
PKG062090,CUST1257,nuevo,2024-12-24,0.5,1.1,1.59,1.65,Huancavelica,Sierra,LogisticX,Normal,1,0
PKG062091,CUST1697,premium,2024-07-18,3.6,0.52,0.88,2.27,Ica,Sur,EnvíaloYa,Normal,0,0
PKG062092,CUST1553,nuevo,2024-12-05,7.5,0.48,1.89,2.01,La Libertad,Norte,PerúGo,Normal,1,0
PKG062093,CUST1412,frecuente,2024-09-06,1.6,0.41,1.29,4.22,La Libertad,Norte,LogisticX,Normal,0,0
PKG062094,CUST1454,premium,2024-03-01,3.6,0.7,1.02,4.03,Puno,Sur,RapidBox,Normal,0,0
PKG062095,CUST1856,frecuente,2024-03-01,0.5,0.16,0.88,2.21,Junín,Centro,LogisticX,Normal,0,0
PKG062096,CUST0195,frecuente,2024-09-20,3.2,1.71,1.49,4.1,Lima,Centro,FastCargo,Express,0,0
PKG062097,CUST0054,nuevo,2024-02-05,2.6,0.7,2.21,2.24,Callao,Centro,RapidBox,Normal,0,0
PKG062098,CUST0539,frecuente,2024-11-09,4.3,1.06,1.65,2.55,Lambayeque,Norte,EnvíaloYa,Normal,1,0
PKG062099,CUST0714,nuevo,2024-10-28,4.2,0.23,1.15,3.55,Junín,Centro,FastCargo,Normal,0,0
PKG062100,CUST0421,premium,2024-11-25,4.2,0.34,2.22,2.03,Arequipa,Sur,RapidBox,Normal,1,0
PKG062101,CUST1365,frecuente,2024-04-23,1.4,1.96,3.12,1.97,Lima,Centro,EnvíaloYa,Normal,0,0
PKG062102,CUST1711,nuevo,2024-11-12,0.7,1.33,0.49,4.32,Lima,Centro,FastCargo,Normal,1,0
PKG062103,CUST1064,nuevo,2024-04-16,1.4,0.24,3.88,2.08,Lima,Centro,PerúGo,Normal,0,0
PKG062104,CUST1115,premium,2024-11-28,5.9,4.47,3.8,4.01,Lambayeque,Norte,LogisticX,Normal,1,0
PKG062105,CUST0991,nuevo,2024-07-06,4.1,0.66,2.24,2.18,Lima,Centro,PerúGo,Normal,0,0
PKG062106,CUST0626,premium,2024-11-14,1.3,0.08,0.89,4.31,Huancavelica,Sierra,PerúGo,Normal,1,0
PKG062107,CUST1889,premium,2024-12-17,2.8,0.74,2.1,1.8,Cajamarca,Norte,FastCargo,Normal,1,0
PKG062108,CUST1617,nuevo,2024-10-24,2.8,0.51,0.87,1.69,Arequipa,Sur,RapidBox,Normal,0,0
PKG062109,CUST0539,nuevo,2024-04-27,1.9,1.83,2.49,1.87,Lima,Centro,PerúGo,Express,0,0
PKG062110,CUST0511,premium,2024-12-18,5.3,0.31,1.35,2.25,Loreto,Oriente,RapidBox,Normal,1,0
PKG062111,CUST0655,frecuente,2024-08-06,1.9,0.64,1.0,1.37,Ayacucho,Sur,FastCargo,Normal,0,0
PKG062112,CUST1715,frecuente,2024-11-29,1.8,2.94,2.29,2.25,Apurímac,Sur,RapidBox,Normal,1,0
PKG062113,CUST0617,frecuente,2024-07-14,1.6,1.14,2.8,1.98,Apurímac,Sur,FastCargo,Normal,0,0
PKG062114,CUST1451,nuevo,2024-06-30,5.0,0.37,5.95,2.16,Ica,Sur,PerúGo,Normal,0,0
PKG062115,CUST0251,premium,2024-11-18,0.5,0.3,2.83,2.05,Arequipa,Sur,LogisticX,Normal,1,0
PKG062116,CUST0018,frecuente,2024-04-05,1.2,1.0,0.81,3.99,Callao,Centro,EnvíaloYa,Normal,0,0
PKG062117,CUST0237,frecuente,2024-12-15,1.6,0.64,1.98,2.21,Puno,Sur,LogisticX,Normal,1,0
PKG062118,CUST1946,nuevo,2024-08-24,4.5,2.25,1.63,2.09,Lima,Centro,EnvíaloYa,Express,0,0
PKG062119,CUST1869,frecuente,2024-01-12,5.1,0.33,1.74,1.82,Puno,Sur,LogisticX,Normal,0,0
PKG062120,CUST1546,frecuente,2024-07-05,2.5,0.16,0.59,3.94,Ancash,Centro,LogisticX,Normal,0,0
PKG062121,CUST0536,premium,2024-12-05,5.1,4.1,4.26,1.77,Lima,Centro,RapidBox,Express,1,1
PKG062122,CUST0599,nuevo,2024-12-14,2.7,1.49,2.76,3.82,Cusco,Sur,EnvíaloYa,Express,1,0
PKG062123,CUST0882,nuevo,2024-11-09,1.9,0.29,1.35,2.44,La Libertad,Norte,PerúGo,Normal,1,0
PKG062124,CUST0379,nuevo,2024-06-28,2.1,1.15,0.83,1.77,La Libertad,Norte,LogisticX,Normal,0,0
PKG062125,CUST0377,nuevo,2024-11-04,1.8,0.97,2.27,3.81,Lima,Centro,PerúGo,Normal,1,0
PKG062126,CUST0797,frecuente,2024-12-12,0.5,0.7,1.56,1.61,Lima,Centro,LogisticX,Normal,1,0
PKG062127,CUST0373,nuevo,2024-07-11,4.6,0.23,2.93,4.24,Loreto,Oriente,RapidBox,Normal,0,0
PKG062128,CUST0443,frecuente,2024-08-23,0.9,1.6,1.04,4.17,Lima,Centro,FastCargo,Normal,0,0
PKG062129,CUST1528,frecuente,2024-11-05,3.4,3.23,0.81,4.19,Arequipa,Sur,LogisticX,Express,1,0
PKG062130,CUST0953,nuevo,2024-12-18,0.8,1.05,1.12,3.49,Lima,Centro,LogisticX,Normal,1,0
